sim_id,model_design,data_id,use_deaths,use_tests,use_seroprev,use_wide_priors
914,5,114,TRUE,TRUE,TRUE,TRUE
915,5,115,TRUE,TRUE,TRUE,TRUE
916,5,116,TRUE,TRUE,TRUE,TRUE
917,5,117,TRUE,TRUE,TRUE,TRUE
918,5,118,TRUE,TRUE,TRUE,TRUE
919,5,119,TRUE,TRUE,TRUE,TRUE
920,5,120,TRUE,TRUE,TRUE,TRUE
921,5,121,TRUE,TRUE,TRUE,TRUE
922,5,122,TRUE,TRUE,TRUE,TRUE
923,5,123,TRUE,TRUE,TRUE,TRUE
924,5,124,TRUE,TRUE,TRUE,TRUE
925,5,125,TRUE,TRUE,TRUE,TRUE
926,5,126,TRUE,TRUE,TRUE,TRUE
927,5,127,TRUE,TRUE,TRUE,TRUE
928,5,128,TRUE,TRUE,TRUE,TRUE
929,5,129,TRUE,TRUE,TRUE,TRUE
930,5,130,TRUE,TRUE,TRUE,TRUE
931,5,131,TRUE,TRUE,TRUE,TRUE
932,5,132,TRUE,TRUE,TRUE,TRUE
933,5,133,TRUE,TRUE,TRUE,TRUE
934,5,134,TRUE,TRUE,TRUE,TRUE
935,5,135,TRUE,TRUE,TRUE,TRUE
936,5,136,TRUE,TRUE,TRUE,TRUE
937,5,137,TRUE,TRUE,TRUE,TRUE
938,5,138,TRUE,TRUE,TRUE,TRUE
939,5,139,TRUE,TRUE,TRUE,TRUE
940,5,140,TRUE,TRUE,TRUE,TRUE
941,5,141,TRUE,TRUE,TRUE,TRUE
942,5,142,TRUE,TRUE,TRUE,TRUE
943,5,143,TRUE,TRUE,TRUE,TRUE
944,5,144,TRUE,TRUE,TRUE,TRUE
945,5,145,TRUE,TRUE,TRUE,TRUE
946,5,146,TRUE,TRUE,TRUE,TRUE
947,5,147,TRUE,TRUE,TRUE,TRUE
948,5,148,TRUE,TRUE,TRUE,TRUE
949,5,149,TRUE,TRUE,TRUE,TRUE
950,5,150,TRUE,TRUE,TRUE,TRUE
951,5,151,TRUE,TRUE,TRUE,TRUE
952,5,152,TRUE,TRUE,TRUE,TRUE
953,5,153,TRUE,TRUE,TRUE,TRUE
954,5,154,TRUE,TRUE,TRUE,TRUE
955,5,155,TRUE,TRUE,TRUE,TRUE
956,5,156,TRUE,TRUE,TRUE,TRUE
957,5,157,TRUE,TRUE,TRUE,TRUE
958,5,158,TRUE,TRUE,TRUE,TRUE
959,5,159,TRUE,TRUE,TRUE,TRUE
960,5,160,TRUE,TRUE,TRUE,TRUE
961,5,161,TRUE,TRUE,TRUE,TRUE
962,5,162,TRUE,TRUE,TRUE,TRUE
963,5,163,TRUE,TRUE,TRUE,TRUE
964,5,164,TRUE,TRUE,TRUE,TRUE
965,5,165,TRUE,TRUE,TRUE,TRUE
966,5,166,TRUE,TRUE,TRUE,TRUE
967,5,167,TRUE,TRUE,TRUE,TRUE
968,5,168,TRUE,TRUE,TRUE,TRUE
969,5,169,TRUE,TRUE,TRUE,TRUE
970,5,170,TRUE,TRUE,TRUE,TRUE
971,5,171,TRUE,TRUE,TRUE,TRUE
972,5,172,TRUE,TRUE,TRUE,TRUE
973,5,173,TRUE,TRUE,TRUE,TRUE
974,5,174,TRUE,TRUE,TRUE,TRUE
975,5,175,TRUE,TRUE,TRUE,TRUE
976,5,176,TRUE,TRUE,TRUE,TRUE
977,5,177,TRUE,TRUE,TRUE,TRUE
978,5,178,TRUE,TRUE,TRUE,TRUE
979,5,179,TRUE,TRUE,TRUE,TRUE
980,5,180,TRUE,TRUE,TRUE,TRUE
981,5,181,TRUE,TRUE,TRUE,TRUE
982,5,182,TRUE,TRUE,TRUE,TRUE
983,5,183,TRUE,TRUE,TRUE,TRUE
984,5,184,TRUE,TRUE,TRUE,TRUE
985,5,185,TRUE,TRUE,TRUE,TRUE
986,5,186,TRUE,TRUE,TRUE,TRUE
987,5,187,TRUE,TRUE,TRUE,TRUE
988,5,188,TRUE,TRUE,TRUE,TRUE
989,5,189,TRUE,TRUE,TRUE,TRUE
990,5,190,TRUE,TRUE,TRUE,TRUE
991,5,191,TRUE,TRUE,TRUE,TRUE
992,5,192,TRUE,TRUE,TRUE,TRUE
993,5,193,TRUE,TRUE,TRUE,TRUE
994,5,194,TRUE,TRUE,TRUE,TRUE
995,5,195,TRUE,TRUE,TRUE,TRUE
996,5,196,TRUE,TRUE,TRUE,TRUE
997,5,197,TRUE,TRUE,TRUE,TRUE
998,5,198,TRUE,TRUE,TRUE,TRUE
999,5,199,TRUE,TRUE,TRUE,TRUE
1000,5,200,TRUE,TRUE,TRUE,TRUE
