iteration,chain,data_new_deaths[1],data_new_deaths[2],data_new_deaths[3],data_new_deaths[4],data_new_deaths[5],data_new_deaths[6],data_new_deaths[7],data_new_deaths[8],data_new_deaths[9],data_new_deaths[10],data_new_deaths[11],data_new_deaths[12],data_new_deaths[13],data_new_deaths[14],data_new_deaths[15],data_new_deaths[16],data_new_deaths[17],data_new_deaths[18],data_new_deaths[19],data_new_deaths[20],data_new_deaths[21],data_new_deaths[22],data_new_deaths[23],data_new_deaths[24],data_new_deaths[25],data_new_deaths[26],data_new_deaths[27],data_new_deaths[28],data_new_deaths[29],data_new_deaths[30],data_new_deaths[31],data_new_deaths[32],data_new_deaths[33],data_new_deaths[34],data_new_deaths[35],data_new_deaths[36],data_new_deaths[37],data_new_deaths[38],data_new_deaths[39],data_new_deaths[40],data_new_deaths[41],data_new_deaths[42],data_new_cases[1],data_new_cases[2],data_new_cases[3],data_new_cases[4],data_new_cases[5],data_new_cases[6],data_new_cases[7],data_new_cases[8],data_new_cases[9],data_new_cases[10],data_new_cases[11],data_new_cases[12],data_new_cases[13],data_new_cases[14],data_new_cases[15],data_new_cases[16],data_new_cases[17],data_new_cases[18],data_new_cases[19],data_new_cases[20],data_new_cases[21],data_new_cases[22],data_new_cases[23],data_new_cases[24],data_new_cases[25],data_new_cases[26],data_new_cases[27],data_new_cases[28],data_new_cases[29],data_new_cases[30],data_new_cases[31],data_new_cases[32],data_new_cases[33],data_new_cases[34],data_new_cases[35],data_new_cases[36],data_new_cases[37],data_new_cases[38],data_new_cases[39],data_new_cases[40],data_new_cases[41],data_new_cases[42],data_seroprev_cases[1]
92,1,6.0,19.0,12.0,13.0,15.0,32.0,35.0,21.0,35.0,57.0,53.0,44.0,61.0,68.0,97.0,93.0,72.0,100.0,96.0,87.0,80.0,76.0,66.0,47.0,35.0,46.0,26.0,22.0,19.0,24.0,26.0,29.0,36.0,48.0,73.0,87.0,169.0,230.0,307.0,433.0,449.0,517.0,529.0,384.0,571.0,670.0,916.0,1064.0,1072.0,1148.0,1707.0,1688.0,2371.0,3890.0,5880.0,6180.0,6650.0,5328.0,3467.0,4025.0,3594.0,2447.0,1848.0,1770.0,1461.0,1449.0,1432.0,1654.0,1107.0,1392.0,1702.0,1135.0,1981.0,2820.0,3738.0,7712.0,7985.0,14654.0,20276.0,27935.0,20752.0,26908.0,29024.0,20881.0,321.0
93,1,12.0,9.0,15.0,16.0,20.0,23.0,26.0,34.0,55.0,54.0,45.0,45.0,79.0,87.0,78.0,106.0,89.0,88.0,102.0,93.0,64.0,60.0,58.0,57.0,32.0,43.0,28.0,26.0,28.0,28.0,19.0,32.0,25.0,48.0,79.0,112.0,169.0,217.0,369.0,479.0,428.0,490.0,400.0,374.0,570.0,677.0,1238.0,811.0,986.0,1401.0,1417.0,1542.0,2255.0,4175.0,6919.0,5830.0,6849.0,5596.0,4114.0,4388.0,2310.0,2165.0,1438.0,1497.0,1235.0,1676.0,1392.0,1317.0,1328.0,1981.0,1288.0,1455.0,1992.0,2833.0,3991.0,8208.0,8043.0,14533.0,21011.0,27920.0,21594.0,27789.0,29286.0,22752.0,309.0
94,1,9.0,12.0,12.0,22.0,23.0,28.0,35.0,32.0,28.0,65.0,55.0,49.0,55.0,95.0,83.0,94.0,86.0,105.0,94.0,90.0,79.0,48.0,58.0,53.0,39.0,44.0,36.0,32.0,30.0,22.0,19.0,31.0,38.0,51.0,85.0,98.0,152.0,234.0,358.0,503.0,395.0,421.0,387.0,430.0,586.0,643.0,1013.0,918.0,1001.0,1142.0,1638.0,1891.0,2292.0,3554.0,5916.0,5664.0,6291.0,6651.0,3506.0,2975.0,3378.0,2253.0,1390.0,1682.0,1453.0,1297.0,1460.0,1124.0,1500.0,1837.0,1709.0,1376.0,2040.0,2868.0,4259.0,6950.0,9039.0,16686.0,18137.0,25241.0,21273.0,25648.0,29359.0,19874.0,362.0
95,1,15.0,12.0,8.0,19.0,21.0,23.0,27.0,37.0,59.0,41.0,62.0,52.0,57.0,57.0,78.0,61.0,87.0,80.0,96.0,99.0,77.0,60.0,50.0,63.0,61.0,36.0,32.0,21.0,27.0,21.0,31.0,27.0,33.0,43.0,64.0,117.0,132.0,256.0,301.0,398.0,410.0,519.0,395.0,476.0,547.0,722.0,905.0,1009.0,989.0,1376.0,1397.0,1959.0,2419.0,3762.0,5961.0,6483.0,6940.0,5815.0,4352.0,3453.0,2731.0,2247.0,1893.0,1851.0,1387.0,1310.0,1407.0,1678.0,1673.0,1709.0,1490.0,1550.0,2616.0,2337.0,4486.0,8562.0,7741.0,17505.0,21160.0,27422.0,22720.0,26512.0,31183.0,20093.0,321.0
96,1,11.0,15.0,14.0,16.0,8.0,25.0,27.0,29.0,36.0,48.0,60.0,52.0,86.0,77.0,74.0,95.0,84.0,105.0,77.0,83.0,82.0,67.0,63.0,46.0,41.0,42.0,38.0,32.0,20.0,27.0,19.0,30.0,28.0,35.0,66.0,93.0,156.0,195.0,348.0,471.0,422.0,438.0,419.0,496.0,485.0,753.0,819.0,916.0,1176.0,1833.0,1278.0,1740.0,2852.0,3508.0,6001.0,6302.0,6625.0,5542.0,3665.0,3835.0,2774.0,2244.0,1954.0,2041.0,1149.0,1292.0,1523.0,1419.0,1674.0,1620.0,1328.0,2330.0,1721.0,2703.0,4330.0,6897.0,7931.0,15510.0,20195.0,28426.0,22507.0,25947.0,27903.0,23361.0,344.0
97,1,22.0,17.0,10.0,18.0,34.0,28.0,25.0,36.0,34.0,41.0,65.0,62.0,78.0,58.0,51.0,97.0,82.0,101.0,79.0,68.0,69.0,70.0,71.0,47.0,42.0,33.0,37.0,25.0,27.0,18.0,22.0,28.0,27.0,48.0,66.0,99.0,97.0,221.0,388.0,444.0,473.0,414.0,455.0,416.0,480.0,703.0,901.0,1013.0,1114.0,1237.0,1225.0,1901.0,1640.0,3617.0,5914.0,5957.0,6630.0,5099.0,4613.0,3402.0,2794.0,2493.0,1912.0,1302.0,1458.0,1306.0,1527.0,1492.0,1340.0,1344.0,1749.0,1468.0,2089.0,2758.0,3185.0,7392.0,7357.0,16366.0,22277.0,26923.0,22312.0,27105.0,29775.0,22527.0,306.0
98,1,16.0,18.0,13.0,18.0,23.0,29.0,27.0,39.0,45.0,59.0,53.0,67.0,57.0,68.0,74.0,80.0,89.0,62.0,84.0,69.0,51.0,70.0,36.0,42.0,31.0,35.0,26.0,32.0,23.0,27.0,32.0,22.0,34.0,38.0,73.0,101.0,157.0,258.0,317.0,357.0,419.0,446.0,430.0,612.0,506.0,710.0,958.0,1170.0,1011.0,1602.0,1728.0,1427.0,1678.0,3777.0,6185.0,5922.0,6912.0,5445.0,3470.0,3051.0,2605.0,2868.0,1755.0,1240.0,1181.0,1081.0,1328.0,2122.0,1254.0,1431.0,1742.0,2131.0,2163.0,2931.0,4196.0,6590.0,9388.0,17219.0,20803.0,33048.0,24557.0,26668.0,28236.0,23747.0,309.0
99,1,6.0,9.0,12.0,14.0,23.0,30.0,22.0,41.0,44.0,35.0,48.0,53.0,63.0,75.0,96.0,85.0,63.0,98.0,78.0,75.0,71.0,68.0,41.0,65.0,40.0,52.0,28.0,35.0,29.0,39.0,21.0,26.0,38.0,34.0,66.0,98.0,131.0,219.0,294.0,428.0,426.0,416.0,420.0,439.0,535.0,782.0,992.0,1160.0,1315.0,1290.0,1447.0,1751.0,1925.0,3258.0,6632.0,6534.0,6637.0,5892.0,4109.0,3859.0,3029.0,1942.0,1831.0,1456.0,1391.0,1230.0,1580.0,1892.0,1577.0,1491.0,1941.0,2195.0,1483.0,3089.0,4063.0,6534.0,8156.0,14308.0,21709.0,28741.0,21839.0,28615.0,28129.0,22337.0,319.0
100,1,11.0,10.0,12.0,15.0,21.0,39.0,35.0,43.0,23.0,54.0,42.0,38.0,82.0,80.0,81.0,92.0,77.0,97.0,102.0,84.0,79.0,69.0,50.0,44.0,59.0,29.0,42.0,31.0,30.0,27.0,21.0,32.0,18.0,34.0,62.0,94.0,169.0,208.0,277.0,504.0,521.0,443.0,449.0,522.0,572.0,644.0,765.0,1015.0,985.0,1555.0,1523.0,1887.0,2526.0,3876.0,6731.0,6227.0,5568.0,5193.0,4159.0,4011.0,2947.0,2198.0,2247.0,1757.0,1101.0,1275.0,1296.0,1331.0,1807.0,1711.0,1271.0,1243.0,2437.0,2607.0,4491.0,8270.0,8312.0,13291.0,22383.0,27490.0,23000.0,27335.0,32050.0,21871.0,333.0
101,1,16.0,10.0,16.0,16.0,21.0,33.0,29.0,37.0,34.0,38.0,60.0,58.0,66.0,57.0,63.0,79.0,101.0,102.0,86.0,89.0,74.0,59.0,61.0,37.0,39.0,30.0,23.0,34.0,22.0,22.0,24.0,27.0,37.0,52.0,70.0,78.0,120.0,248.0,362.0,488.0,442.0,412.0,417.0,347.0,516.0,706.0,858.0,1219.0,896.0,1447.0,1586.0,1561.0,2345.0,4052.0,6900.0,7287.0,6432.0,5435.0,4419.0,4337.0,3347.0,2461.0,1908.0,1299.0,1777.0,1162.0,1283.0,2006.0,1265.0,1292.0,1435.0,1529.0,1942.0,2610.0,3943.0,7179.0,9050.0,18636.0,20399.0,28073.0,20997.0,28204.0,24417.0,24047.0,316.0
102,1,15.0,10.0,12.0,21.0,23.0,27.0,34.0,27.0,37.0,46.0,54.0,57.0,60.0,58.0,83.0,63.0,107.0,110.0,101.0,73.0,59.0,64.0,63.0,44.0,44.0,59.0,35.0,36.0,36.0,22.0,26.0,29.0,35.0,52.0,62.0,110.0,105.0,227.0,352.0,435.0,358.0,529.0,500.0,429.0,557.0,581.0,914.0,1153.0,1264.0,1302.0,1436.0,1969.0,1669.0,3756.0,6707.0,5951.0,5934.0,5349.0,3551.0,4123.0,3443.0,2498.0,1983.0,1703.0,1204.0,1157.0,1397.0,1663.0,1258.0,1294.0,1723.0,1839.0,1918.0,2975.0,4276.0,9190.0,7799.0,14263.0,21264.0,26660.0,19957.0,25489.0,29719.0,21105.0,333.0
103,1,11.0,12.0,9.0,17.0,20.0,24.0,34.0,43.0,44.0,44.0,54.0,68.0,56.0,69.0,97.0,106.0,91.0,100.0,96.0,94.0,70.0,82.0,56.0,35.0,41.0,35.0,38.0,37.0,34.0,31.0,23.0,22.0,30.0,42.0,85.0,91.0,160.0,247.0,346.0,372.0,538.0,421.0,537.0,514.0,621.0,575.0,958.0,830.0,1181.0,1179.0,1439.0,1779.0,2320.0,3924.0,5335.0,6920.0,6325.0,5003.0,4195.0,3256.0,2964.0,2416.0,2164.0,1586.0,873.0,1426.0,1298.0,1670.0,1146.0,1869.0,1345.0,1808.0,1648.0,2652.0,3724.0,7352.0,9598.0,15428.0,22772.0,28308.0,21889.0,25691.0,29990.0,23666.0,308.0
104,1,17.0,11.0,19.0,14.0,28.0,23.0,32.0,36.0,32.0,46.0,53.0,75.0,71.0,90.0,73.0,61.0,88.0,105.0,92.0,73.0,61.0,54.0,52.0,49.0,60.0,40.0,41.0,29.0,29.0,21.0,15.0,21.0,45.0,39.0,58.0,82.0,152.0,246.0,312.0,443.0,489.0,485.0,414.0,450.0,581.0,591.0,872.0,1047.0,1022.0,1354.0,1481.0,1694.0,2084.0,3649.0,5894.0,5793.0,6215.0,5135.0,4575.0,3234.0,3786.0,1374.0,1954.0,1641.0,1627.0,1448.0,1437.0,2059.0,1429.0,1423.0,1788.0,1587.0,2097.0,3228.0,4326.0,7002.0,8042.0,14984.0,22039.0,29788.0,22129.0,27634.0,29156.0,23359.0,334.0
105,1,13.0,13.0,21.0,18.0,28.0,22.0,35.0,37.0,43.0,33.0,42.0,65.0,62.0,62.0,77.0,126.0,92.0,110.0,84.0,105.0,66.0,49.0,57.0,38.0,38.0,36.0,23.0,35.0,25.0,30.0,17.0,25.0,42.0,52.0,77.0,104.0,150.0,216.0,292.0,455.0,429.0,479.0,465.0,432.0,537.0,659.0,928.0,983.0,1014.0,1245.0,1296.0,1767.0,2347.0,3623.0,5709.0,7820.0,5987.0,5445.0,3538.0,3905.0,3193.0,1979.0,1990.0,1554.0,1322.0,1095.0,1589.0,1662.0,1959.0,1832.0,1491.0,1579.0,2174.0,2375.0,4006.0,6627.0,8574.0,15038.0,20563.0,27535.0,22900.0,24862.0,29024.0,21632.0,322.0
106,1,9.0,10.0,16.0,13.0,14.0,38.0,26.0,22.0,34.0,47.0,32.0,49.0,65.0,66.0,78.0,92.0,67.0,91.0,91.0,84.0,90.0,63.0,38.0,36.0,38.0,33.0,28.0,19.0,31.0,27.0,30.0,19.0,34.0,44.0,56.0,83.0,142.0,171.0,302.0,424.0,576.0,392.0,475.0,428.0,493.0,673.0,931.0,939.0,1020.0,1379.0,1339.0,1726.0,2077.0,3750.0,5728.0,6261.0,6762.0,6085.0,4175.0,4031.0,2613.0,2657.0,1715.0,1550.0,1444.0,1064.0,1952.0,1742.0,1539.0,1198.0,1613.0,1580.0,1766.0,2017.0,3833.0,9282.0,8888.0,16518.0,20269.0,27134.0,24142.0,26664.0,28081.0,23172.0,318.0
107,1,12.0,9.0,15.0,13.0,42.0,20.0,31.0,55.0,42.0,49.0,46.0,49.0,71.0,86.0,89.0,91.0,93.0,77.0,72.0,76.0,72.0,59.0,59.0,40.0,32.0,35.0,33.0,26.0,23.0,35.0,23.0,35.0,25.0,42.0,48.0,101.0,151.0,237.0,337.0,429.0,391.0,447.0,441.0,463.0,484.0,789.0,897.0,929.0,1162.0,1304.0,1290.0,1967.0,2571.0,4305.0,6780.0,6469.0,7861.0,5918.0,3846.0,3830.0,3113.0,1984.0,1953.0,1713.0,1580.0,1167.0,1068.0,1719.0,1628.0,1679.0,1381.0,1922.0,2486.0,2803.0,4237.0,7974.0,8792.0,16426.0,21487.0,26375.0,23186.0,26010.0,30797.0,22069.0,323.0
108,1,5.0,18.0,17.0,18.0,21.0,24.0,38.0,34.0,46.0,49.0,37.0,49.0,58.0,70.0,95.0,100.0,120.0,75.0,88.0,89.0,85.0,75.0,66.0,59.0,32.0,30.0,44.0,24.0,27.0,19.0,32.0,22.0,30.0,44.0,64.0,104.0,180.0,221.0,357.0,385.0,413.0,419.0,410.0,374.0,530.0,687.0,917.0,1210.0,1164.0,1695.0,1713.0,1842.0,1923.0,4231.0,7071.0,6474.0,6543.0,5149.0,4493.0,4485.0,3033.0,1754.0,1551.0,1695.0,1134.0,1560.0,1348.0,1699.0,1555.0,1377.0,1584.0,1255.0,2155.0,2712.0,3285.0,6172.0,9029.0,17066.0,19922.0,27522.0,23071.0,24883.0,25400.0,22811.0,326.0
109,1,12.0,8.0,21.0,21.0,25.0,24.0,28.0,35.0,51.0,44.0,48.0,52.0,51.0,70.0,96.0,83.0,93.0,120.0,81.0,95.0,68.0,64.0,63.0,51.0,28.0,35.0,18.0,29.0,20.0,27.0,21.0,22.0,46.0,51.0,58.0,88.0,148.0,267.0,327.0,511.0,355.0,459.0,496.0,445.0,561.0,686.0,1116.0,1144.0,964.0,1482.0,1420.0,1827.0,2550.0,4063.0,6931.0,6559.0,6024.0,4896.0,3802.0,4643.0,3314.0,1729.0,1917.0,1224.0,1409.0,1438.0,1277.0,1256.0,1584.0,1217.0,1364.0,1788.0,1668.0,2616.0,5074.0,7727.0,7941.0,15361.0,20876.0,25166.0,24992.0,27334.0,29996.0,21067.0,317.0
110,1,10.0,12.0,14.0,18.0,25.0,19.0,27.0,38.0,64.0,47.0,42.0,73.0,70.0,76.0,76.0,110.0,72.0,114.0,67.0,75.0,75.0,66.0,49.0,45.0,34.0,53.0,37.0,28.0,23.0,22.0,20.0,21.0,55.0,41.0,68.0,81.0,136.0,243.0,320.0,404.0,434.0,424.0,429.0,464.0,514.0,584.0,955.0,891.0,1041.0,1332.0,1328.0,1397.0,2146.0,4182.0,5897.0,5378.0,6568.0,5618.0,3561.0,3893.0,3780.0,2334.0,2220.0,1426.0,1781.0,1072.0,1549.0,1599.0,1179.0,1822.0,1846.0,1649.0,2335.0,3070.0,3963.0,7920.0,8922.0,16170.0,22551.0,30829.0,22201.0,26280.0,30944.0,21080.0,330.0
111,1,11.0,12.0,20.0,16.0,21.0,31.0,28.0,32.0,54.0,57.0,50.0,52.0,55.0,65.0,94.0,100.0,91.0,131.0,81.0,97.0,60.0,77.0,68.0,57.0,46.0,44.0,30.0,29.0,33.0,24.0,31.0,23.0,36.0,45.0,63.0,87.0,162.0,227.0,292.0,418.0,486.0,416.0,455.0,450.0,433.0,660.0,831.0,1073.0,1275.0,1600.0,1382.0,1779.0,2070.0,4413.0,6122.0,5235.0,7506.0,5336.0,4569.0,4204.0,3524.0,2331.0,1772.0,1928.0,1199.0,1450.0,1895.0,1220.0,1250.0,1589.0,1493.0,1783.0,1626.0,3081.0,3747.0,7598.0,8912.0,17159.0,24252.0,27948.0,25283.0,24568.0,28708.0,26404.0,320.0
112,1,5.0,10.0,17.0,23.0,27.0,28.0,33.0,37.0,27.0,60.0,75.0,46.0,54.0,90.0,92.0,69.0,95.0,82.0,89.0,91.0,70.0,71.0,49.0,38.0,42.0,48.0,40.0,30.0,25.0,25.0,19.0,32.0,22.0,44.0,62.0,98.0,131.0,210.0,339.0,413.0,426.0,513.0,422.0,413.0,590.0,697.0,922.0,1122.0,1182.0,1331.0,1765.0,1864.0,1853.0,3800.0,5631.0,6367.0,6715.0,5483.0,3857.0,4337.0,2564.0,1821.0,1551.0,1329.0,1002.0,874.0,1633.0,1862.0,1440.0,1326.0,1852.0,1944.0,1712.0,2494.0,4642.0,7488.0,8247.0,15235.0,22177.0,27068.0,21896.0,26873.0,33317.0,21054.0,361.0
113,1,12.0,8.0,12.0,11.0,24.0,28.0,40.0,34.0,30.0,54.0,60.0,32.0,67.0,96.0,80.0,79.0,79.0,78.0,96.0,65.0,87.0,60.0,37.0,40.0,41.0,44.0,25.0,37.0,24.0,31.0,14.0,22.0,23.0,36.0,56.0,88.0,147.0,238.0,303.0,378.0,499.0,391.0,503.0,419.0,486.0,612.0,1069.0,1008.0,903.0,1383.0,1509.0,1929.0,2463.0,3646.0,5834.0,6217.0,7455.0,5445.0,2927.0,3573.0,2640.0,1958.0,1987.0,2058.0,1773.0,1243.0,1723.0,1339.0,1170.0,1776.0,2113.0,1104.0,1811.0,2652.0,4252.0,7903.0,8487.0,14075.0,19204.0,27064.0,23076.0,28644.0,29297.0,20826.0,354.0
114,1,16.0,12.0,23.0,21.0,32.0,32.0,21.0,27.0,35.0,47.0,56.0,52.0,58.0,87.0,84.0,112.0,107.0,92.0,110.0,73.0,67.0,58.0,59.0,51.0,38.0,43.0,36.0,25.0,22.0,24.0,23.0,32.0,30.0,43.0,57.0,79.0,165.0,206.0,417.0,494.0,478.0,517.0,428.0,401.0,542.0,730.0,1016.0,1000.0,1155.0,1515.0,1488.0,1575.0,2247.0,3515.0,6187.0,6390.0,6124.0,5297.0,3130.0,3567.0,3045.0,2445.0,2115.0,1814.0,1417.0,952.0,1472.0,1198.0,993.0,2203.0,1484.0,1433.0,1863.0,3085.0,3332.0,7467.0,7207.0,12887.0,21304.0,27899.0,22547.0,26875.0,30091.0,22384.0,329.0
115,1,15.0,13.0,14.0,20.0,23.0,29.0,24.0,43.0,38.0,55.0,45.0,50.0,74.0,73.0,76.0,102.0,95.0,81.0,82.0,96.0,71.0,57.0,76.0,47.0,60.0,37.0,19.0,32.0,19.0,21.0,17.0,27.0,29.0,37.0,73.0,98.0,157.0,223.0,316.0,375.0,326.0,455.0,487.0,449.0,576.0,554.0,983.0,1022.0,964.0,1624.0,1460.0,1542.0,2802.0,4203.0,5997.0,5989.0,7304.0,6043.0,3427.0,4274.0,3173.0,2247.0,1748.0,1950.0,1485.0,1070.0,1256.0,1923.0,1222.0,1274.0,1379.0,2187.0,1898.0,3243.0,5751.0,8285.0,8816.0,16397.0,20322.0,26981.0,23359.0,26342.0,28813.0,22787.0,333.0
116,1,9.0,17.0,9.0,20.0,17.0,33.0,26.0,46.0,46.0,40.0,49.0,64.0,62.0,74.0,79.0,89.0,104.0,101.0,113.0,86.0,103.0,76.0,46.0,50.0,53.0,39.0,26.0,34.0,27.0,30.0,25.0,21.0,29.0,40.0,62.0,77.0,130.0,254.0,337.0,370.0,376.0,377.0,433.0,464.0,455.0,722.0,785.0,1430.0,1047.0,1375.0,1357.0,1814.0,1913.0,4458.0,6751.0,7202.0,6941.0,5844.0,3360.0,3958.0,3404.0,2571.0,1874.0,1125.0,1397.0,1406.0,1529.0,1373.0,995.0,2161.0,1990.0,1730.0,1668.0,2624.0,4831.0,9456.0,8078.0,17549.0,21637.0,29683.0,22469.0,25473.0,28662.0,19359.0,309.0
117,1,9.0,12.0,17.0,22.0,34.0,28.0,28.0,44.0,40.0,51.0,43.0,55.0,53.0,77.0,94.0,73.0,91.0,94.0,94.0,66.0,54.0,47.0,38.0,50.0,46.0,45.0,20.0,31.0,17.0,20.0,16.0,29.0,43.0,52.0,60.0,86.0,135.0,246.0,374.0,364.0,373.0,512.0,523.0,542.0,586.0,790.0,900.0,1162.0,760.0,1369.0,1379.0,1809.0,2348.0,3891.0,6973.0,5630.0,6240.0,5185.0,2968.0,3357.0,3264.0,1774.0,1935.0,2182.0,1460.0,1541.0,1473.0,1503.0,1336.0,1616.0,1352.0,1727.0,1675.0,1740.0,4907.0,8269.0,7824.0,15591.0,23799.0,28797.0,19982.0,27799.0,30449.0,20726.0,346.0
118,1,8.0,10.0,20.0,23.0,17.0,20.0,29.0,51.0,35.0,40.0,48.0,46.0,76.0,87.0,74.0,86.0,86.0,100.0,136.0,72.0,62.0,57.0,39.0,52.0,51.0,41.0,29.0,31.0,29.0,25.0,15.0,24.0,34.0,41.0,65.0,96.0,133.0,201.0,312.0,391.0,373.0,474.0,451.0,375.0,492.0,654.0,781.0,1234.0,1003.0,1388.0,1558.0,1321.0,1961.0,3736.0,6184.0,6142.0,6091.0,5273.0,3584.0,3319.0,2742.0,1996.0,2508.0,1430.0,1214.0,1136.0,1408.0,1602.0,1212.0,1761.0,2654.0,1750.0,2222.0,2568.0,3898.0,8204.0,7539.0,13957.0,22070.0,27824.0,22530.0,31773.0,28285.0,20983.0,338.0
119,1,14.0,13.0,13.0,21.0,25.0,27.0,38.0,35.0,52.0,40.0,44.0,61.0,80.0,73.0,100.0,75.0,113.0,92.0,94.0,71.0,64.0,63.0,55.0,42.0,41.0,31.0,23.0,34.0,29.0,28.0,31.0,30.0,28.0,48.0,64.0,104.0,154.0,255.0,297.0,418.0,480.0,373.0,489.0,439.0,477.0,656.0,934.0,1176.0,1132.0,1340.0,1838.0,1709.0,1933.0,4067.0,6462.0,5170.0,6845.0,4649.0,4308.0,3948.0,2431.0,2005.0,2493.0,1540.0,1247.0,1184.0,1109.0,1259.0,1429.0,1858.0,1580.0,1891.0,1839.0,3120.0,4473.0,7580.0,9311.0,14795.0,23583.0,26648.0,24077.0,25944.0,28893.0,23866.0,342.0
120,1,14.0,15.0,14.0,12.0,27.0,18.0,26.0,36.0,47.0,60.0,69.0,73.0,68.0,90.0,80.0,75.0,102.0,109.0,109.0,93.0,73.0,79.0,53.0,44.0,42.0,43.0,18.0,40.0,36.0,33.0,23.0,22.0,28.0,43.0,72.0,93.0,118.0,257.0,358.0,504.0,480.0,505.0,402.0,415.0,502.0,614.0,970.0,1066.0,944.0,1448.0,1663.0,1341.0,2253.0,4141.0,7091.0,6491.0,6279.0,5393.0,3705.0,3384.0,4053.0,1977.0,1925.0,1650.0,1397.0,1278.0,1435.0,1607.0,1019.0,1523.0,1757.0,1909.0,1872.0,2651.0,5023.0,7214.0,8258.0,15412.0,22796.0,25341.0,22291.0,26631.0,28803.0,21930.0,279.0
121,1,11.0,1.0,19.0,19.0,16.0,31.0,30.0,51.0,39.0,56.0,63.0,62.0,72.0,72.0,99.0,54.0,89.0,80.0,88.0,80.0,65.0,79.0,38.0,50.0,37.0,49.0,44.0,22.0,25.0,22.0,15.0,22.0,31.0,48.0,73.0,82.0,194.0,242.0,327.0,465.0,430.0,562.0,412.0,480.0,506.0,708.0,1263.0,985.0,1140.0,1342.0,1498.0,1854.0,1974.0,3626.0,6399.0,6855.0,6759.0,5735.0,3792.0,4241.0,3246.0,2177.0,2173.0,1436.0,1035.0,1098.0,1366.0,1188.0,1619.0,1633.0,1774.0,1924.0,2371.0,2947.0,3866.0,7245.0,7001.0,15088.0,19207.0,25906.0,24542.0,26919.0,29034.0,26648.0,300.0
122,1,9.0,12.0,18.0,17.0,25.0,27.0,34.0,51.0,45.0,44.0,47.0,53.0,67.0,83.0,88.0,72.0,63.0,105.0,85.0,67.0,62.0,75.0,71.0,36.0,44.0,50.0,30.0,45.0,41.0,29.0,29.0,22.0,28.0,41.0,58.0,72.0,111.0,225.0,406.0,403.0,416.0,421.0,495.0,351.0,592.0,569.0,966.0,1189.0,1111.0,1506.0,1291.0,2023.0,2068.0,4653.0,6759.0,6124.0,5849.0,6210.0,3682.0,3711.0,2661.0,2406.0,2232.0,1815.0,1095.0,1492.0,1347.0,1456.0,1586.0,1054.0,1078.0,1282.0,2191.0,2890.0,4314.0,6691.0,7806.0,15575.0,23896.0,30667.0,23092.0,25430.0,25679.0,20287.0,342.0
123,1,14.0,7.0,17.0,12.0,23.0,27.0,37.0,40.0,41.0,62.0,52.0,69.0,57.0,81.0,82.0,97.0,79.0,95.0,107.0,61.0,77.0,56.0,45.0,49.0,37.0,49.0,44.0,43.0,35.0,19.0,19.0,21.0,22.0,45.0,74.0,109.0,134.0,217.0,334.0,446.0,444.0,283.0,429.0,473.0,607.0,661.0,1066.0,1018.0,1158.0,1539.0,1752.0,1712.0,2778.0,4369.0,6930.0,5769.0,6342.0,4811.0,3524.0,3371.0,2773.0,2423.0,2115.0,1294.0,1072.0,1743.0,1259.0,1741.0,1330.0,1505.0,1809.0,1188.0,2335.0,2753.0,3771.0,7348.0,7093.0,15287.0,23588.0,30226.0,21582.0,26689.0,30428.0,24699.0,309.0
124,1,8.0,17.0,15.0,22.0,23.0,33.0,32.0,39.0,49.0,47.0,51.0,57.0,69.0,69.0,88.0,88.0,112.0,105.0,110.0,70.0,56.0,54.0,48.0,47.0,51.0,40.0,37.0,30.0,23.0,19.0,23.0,39.0,45.0,35.0,60.0,91.0,173.0,219.0,246.0,337.0,463.0,504.0,458.0,453.0,515.0,622.0,881.0,1032.0,1261.0,1436.0,1639.0,1763.0,2275.0,4142.0,6173.0,6336.0,7211.0,5332.0,4236.0,3617.0,2330.0,2941.0,1934.0,1616.0,1263.0,1641.0,1685.0,1506.0,1640.0,1530.0,2253.0,1832.0,2464.0,3202.0,5431.0,7592.0,8415.0,14934.0,20442.0,28574.0,25629.0,27404.0,30543.0,20846.0,343.0
125,1,12.0,8.0,22.0,21.0,31.0,27.0,31.0,42.0,54.0,50.0,35.0,66.0,73.0,51.0,80.0,114.0,105.0,75.0,105.0,69.0,75.0,67.0,49.0,38.0,55.0,53.0,50.0,29.0,33.0,25.0,25.0,27.0,44.0,53.0,61.0,87.0,150.0,288.0,340.0,480.0,485.0,351.0,438.0,459.0,564.0,615.0,895.0,1221.0,1239.0,1417.0,1311.0,2156.0,1907.0,4528.0,5669.0,5455.0,6661.0,5432.0,3990.0,3707.0,3913.0,1874.0,1953.0,1848.0,1296.0,1526.0,1331.0,1374.0,926.0,1706.0,1465.0,1836.0,1807.0,2599.0,3801.0,7018.0,8448.0,14492.0,22216.0,25790.0,23317.0,25452.0,29248.0,21317.0,360.0
